type,data,created_at,user_id
auth,"{""amount"":""-1.01""}",2021-12-07 20:44:08,356
auth,"{""amount"":""-3.50""}",2021-12-10 18:49:05,356
auth,"{""amount"":""-36.00""}",2021-12-10 21:39:19,356
auth,"{""amount"":""-6.53""}",2021-12-11 0:44:04,356
auth,"{""amount"":""-6.74""}",2021-12-11 20:27:54,356
auth,"{""amount"":""-2.75""}",2021-12-11 23:58:34,356
auth,"{""amount"":""-4.91""}",2021-12-12 0:12:32,356
auth,"{""amount"":""-2.59""}",2021-12-12 0:19:48,356
auth,"{""amount"":""-14.55""}",2021-12-12 3:40:27,356
auth,"{""amount"":""-9.84""}",2021-12-12 21:33:21,356
auth,"{""amount"":""-9.35""}",2021-12-15 22:56:52,356
auth,"{""amount"":""-16.51""}",2021-12-16 19:05:22,356
auth,"{""amount"":""-9.35""}",2021-12-16 19:36:10,356
auth,"{""amount"":""-13.82""}",2021-12-17 0:42:20,356
auth,"{""amount"":""-1.00""}",2021-12-17 16:57:22,356
auth,"{""amount"":""-1.00""}",2021-12-17 17:09:58,356
auth,"{""amount"":""-53.35""}",2021-12-17 17:50:26,356
auth,"{""amount"":""-25.00""}",2021-12-17 21:14:44,356
auth,"{""amount"":""-14.34""}",2021-12-18 3:09:20,356
auth,"{""amount"":""-12.00""}",2021-12-20 19:22:55,356
auth,"{""amount"":""-17.33""}",2021-12-24 0:18:36,356
auth,"{""amount"":""-2.75""}",2021-12-24 3:06:01,356
auth,"{""amount"":""-17.26""}",2022-01-01 19:52:31,356
auth,"{""amount"":""-17.24""}",2021-11-05 2:14:38,354
auth,"{""amount"":""-7.16""}",2021-11-05 3:41:25,354
auth,"{""amount"":""-2.00""}",2021-11-13 18:59:03,354
auth,"{""amount"":""-2.00""}",2021-11-13 19:07:34,354
auth,"{""amount"":""-2.00""}",2021-11-13 19:20:05,354
auth,"{""amount"":""-2.00""}",2021-11-17 20:59:38,354
auth,"{""amount"":""-2.00""}",2021-11-17 21:06:18,354
auth,"{""amount"":""-2.00""}",2021-11-18 4:07:08,354
auth,"{""amount"":""-2.00""}",2021-11-18 4:08:43,354
auth,"{""amount"":""-2.00""}",2021-11-19 2:27:24,354
auth,"{""amount"":""-2.00""}",2021-11-19 2:29:28,354
auth,"{""amount"":""-2.00""}",2021-11-20 4:31:48,354
auth,"{""amount"":""-2.00""}",2021-11-20 4:33:18,354
auth,"{""amount"":""-2.00""}",2021-12-02 8:59:23,354
auth,"{""amount"":""-2.00""}",2021-12-04 4:40:28,354
auth,"{""amount"":""-8.47""}",2021-11-08 22:00:26,352
auth,"{""amount"":""-4.01""}",2021-11-11 17:06:29,352
auth,"{""amount"":""-6.88""}",2021-11-12 23:04:19,352
auth,"{""amount"":""-8.47""}",2021-11-15 23:50:50,352
auth,"{""amount"":""-11.52""}",2021-12-03 20:32:19,352
auth,"{""amount"":""-8.47""}",2021-12-07 0:15:05,352
auth,"{""amount"":""-11.65""}",2021-12-12 0:29:45,352
auth,"{""amount"":""-5.77""}",2021-12-19 22:24:24,352
auth,"{""amount"":""-8.47""}",2021-12-21 23:18:09,352
auth,"{""amount"":""-8.47""}",2021-12-27 22:57:49,352
auth,"{""amount"":""-12.71""}",2021-12-31 23:24:21,352
auth,"{""amount"":""-0.98""}",2021-11-04 22:20:21,349
auth,"{""amount"":""-1.39""}",2021-11-23 23:02:14,349
auth,"{""amount"":""-1.06""}",2021-11-02 3:05:08,348
auth,"{""amount"":""-1.06""}",2021-11-02 3:05:08,348
auth,"{""amount"":""-1.06""}",2021-11-02 3:05:08,348
auth,"{""amount"":""-1.06""}",2021-11-02 3:05:13,348
auth,"{""amount"":""-1.06""}",2021-11-02 3:05:13,348
auth,"{""amount"":""-1.06""}",2021-11-02 3:05:13,348
auth,"{""amount"":""-1.06""}",2021-11-02 3:05:13,348
auth,"{""amount"":""-1.06""}",2021-11-02 3:05:18,348
auth,"{""amount"":""-1.06""}",2021-11-02 3:05:18,348
auth,"{""amount"":""-1.06""}",2021-11-03 21:19:27,348
auth,"{""amount"":""-1.06""}",2021-11-03 21:19:27,348
auth,"{""amount"":""-1.06""}",2021-11-03 21:19:27,348
auth,"{""amount"":""-1.06""}",2021-11-03 21:19:27,348
auth,"{""amount"":""-1.06""}",2021-11-03 21:19:32,348
auth,"{""amount"":""-1.06""}",2021-11-03 21:19:32,348
auth,"{""amount"":""-1.06""}",2021-11-03 21:19:32,348
auth,"{""amount"":""-1.06""}",2021-11-03 21:19:32,348
auth,"{""amount"":""-1.06""}",2021-11-03 21:19:37,348
auth,"{""amount"":""-1.05""}",2021-11-03 21:24:27,348
auth,"{""amount"":""-1.06""}",2021-11-05 17:36:36,348
auth,"{""amount"":""-1.20""}",2021-11-05 17:39:12,348
auth,"{""amount"":""-1.20""}",2021-11-05 17:40:17,348
auth,"{""amount"":""-1.06""}",2021-11-05 17:40:32,348
auth,"{""amount"":""-1.06""}",2021-11-05 17:40:47,348
auth,"{""amount"":""-1.06""}",2021-11-05 17:40:52,348
auth,"{""amount"":""-1.06""}",2021-11-05 17:41:12,348
auth,"{""amount"":""-1.06""}",2021-11-05 17:41:17,348
auth,"{""amount"":""-1.06""}",2021-11-05 17:41:22,348
auth,"{""amount"":""-1.37""}",2021-11-05 17:46:07,348
auth,"{""amount"":""-1.06""}",2021-11-05 17:47:22,348
auth,"{""amount"":""-1.06""}",2021-11-05 17:47:27,348
auth,"{""amount"":""-1.06""}",2021-11-05 17:47:42,348
auth,"{""amount"":""-1.06""}",2021-11-05 17:47:47,348
auth,"{""amount"":""-1.06""}",2021-11-05 17:47:57,348
auth,"{""amount"":""-1.06""}",2021-11-05 17:48:02,348
auth,"{""amount"":""-1.06""}",2021-11-05 17:48:12,348
auth,"{""amount"":""-1.06""}",2021-11-05 17:48:17,348
auth,"{""amount"":""-1.06""}",2021-11-05 17:48:22,348
auth,"{""amount"":""-2.12""}",2021-11-06 1:09:25,348
auth,"{""amount"":""-2.12""}",2021-11-06 1:10:11,348
auth,"{""amount"":""-2.21""}",2021-11-06 1:10:46,348
auth,"{""amount"":""-2.33""}",2021-11-06 1:11:21,348
auth,"{""amount"":""-9.99""}",2021-11-09 13:11:50,348
auth,"{""amount"":""-1.06""}",2021-11-10 22:38:04,348
auth,"{""amount"":""-1.06""}",2021-11-10 22:38:19,348
auth,"{""amount"":""-1.06""}",2021-11-10 22:38:24,348
auth,"{""amount"":""-1.06""}",2021-11-10 22:38:39,348
auth,"{""amount"":""-1.06""}",2021-11-10 22:38:44,348
auth,"{""amount"":""-1.06""}",2021-11-10 22:38:49,348
auth,"{""amount"":""-1.06""}",2021-11-10 22:39:04,348
auth,"{""amount"":""-1.06""}",2021-11-10 22:39:09,348
auth,"{""amount"":""-1.06""}",2021-11-10 22:39:09,348
auth,"{""amount"":""-1.06""}",2021-11-11 19:32:55,348
auth,"{""amount"":""-1.06""}",2021-11-11 19:33:40,348
auth,"{""amount"":""-1.06""}",2021-11-11 19:33:55,348
auth,"{""amount"":""-1.06""}",2021-11-11 19:34:00,348
auth,"{""amount"":""-1.06""}",2021-11-11 19:34:15,348
auth,"{""amount"":""-1.06""}",2021-11-11 19:34:30,348
auth,"{""amount"":""-2.37""}",2021-11-11 19:34:35,348
auth,"{""amount"":""-1.06""}",2021-11-11 19:35:00,348
auth,"{""amount"":""-2.37""}",2021-11-11 19:35:05,348
auth,"{""amount"":""-2.37""}",2021-11-11 20:01:07,348
auth,"{""amount"":""-1.06""}",2021-11-11 20:01:22,348
auth,"{""amount"":""-1.06""}",2021-11-11 20:01:32,348
auth,"{""amount"":""-1.06""}",2021-11-13 18:58:58,348
auth,"{""amount"":""-1.06""}",2021-11-13 18:59:08,348
auth,"{""amount"":""-1.06""}",2021-11-13 18:59:23,348
auth,"{""amount"":""-1.06""}",2021-11-13 19:01:58,348
auth,"{""amount"":""-1.06""}",2021-11-13 19:03:04,348
auth,"{""amount"":""-1.06""}",2021-11-13 19:03:09,348
auth,"{""amount"":""-1.06""}",2021-11-13 19:05:04,348
auth,"{""amount"":""-1.06""}",2021-11-13 19:05:19,348
auth,"{""amount"":""-1.06""}",2021-11-13 19:05:34,348
auth,"{""amount"":""-1.06""}",2021-11-13 19:05:59,348
auth,"{""amount"":""-1.06""}",2021-11-13 20:06:54,348
auth,"{""amount"":""-1.06""}",2021-11-13 20:06:59,348
auth,"{""amount"":""-1.06""}",2021-11-13 20:07:14,348
auth,"{""amount"":""-1.06""}",2021-11-13 20:07:34,348
auth,"{""amount"":""-1.06""}",2021-11-15 22:46:25,348
auth,"{""amount"":""-1.06""}",2021-11-15 22:46:50,348
auth,"{""amount"":""-1.06""}",2021-11-15 22:47:30,348
auth,"{""amount"":""-1.06""}",2021-11-15 22:48:15,348
auth,"{""amount"":""-1.06""}",2021-11-15 22:50:05,348
auth,"{""amount"":""-1.06""}",2021-11-15 22:50:10,348
auth,"{""amount"":""-1.06""}",2021-11-15 22:51:10,348
auth,"{""amount"":""-1.06""}",2021-11-15 22:52:05,348
auth,"{""amount"":""-1.06""}",2021-11-15 22:52:25,348
auth,"{""amount"":""-1.06""}",2021-11-15 22:53:40,348
auth,"{""amount"":""-1.06""}",2021-11-15 22:54:15,348
auth,"{""amount"":""-1.06""}",2021-11-15 22:59:01,348
auth,"{""amount"":""-1.06""}",2021-11-15 22:59:11,348
auth,"{""amount"":""-1.06""}",2021-11-15 23:00:16,348
auth,"{""amount"":""-1.06""}",2021-11-15 23:00:41,348
auth,"{""amount"":""-1.06""}",2021-11-15 23:04:26,348
auth,"{""amount"":""-1.06""}",2021-11-15 23:04:41,348
auth,"{""amount"":""-1.06""}",2021-11-15 23:05:06,348
auth,"{""amount"":""-1.06""}",2021-11-15 23:05:21,348
auth,"{""amount"":""-1.87""}",2021-11-17 22:32:45,348
auth,"{""amount"":""-1.87""}",2021-11-17 22:33:00,348
auth,"{""amount"":""-1.06""}",2021-11-19 13:38:03,348
auth,"{""amount"":""-1.06""}",2021-11-19 13:38:38,348
auth,"{""amount"":""-1.06""}",2021-11-19 13:39:13,348
auth,"{""amount"":""-1.06""}",2021-11-19 13:39:28,348
auth,"{""amount"":""-1.06""}",2021-11-19 13:40:08,348
auth,"{""amount"":""-1.06""}",2021-11-19 13:41:08,348
auth,"{""amount"":""-1.06""}",2021-11-19 13:41:13,348
auth,"{""amount"":""-1.06""}",2021-11-19 13:41:48,348
auth,"{""amount"":""-1.06""}",2021-11-19 13:42:23,348
auth,"{""amount"":""-1.06""}",2021-11-19 13:43:03,348
auth,"{""amount"":""-1.06""}",2021-11-19 13:43:38,348
auth,"{""amount"":""-1.06""}",2021-11-19 13:44:14,348
auth,"{""amount"":""-1.06""}",2021-11-22 23:42:41,348
auth,"{""amount"":""-1.06""}",2021-11-22 23:42:56,348
auth,"{""amount"":""-1.06""}",2021-11-22 23:43:01,348
auth,"{""amount"":""-1.06""}",2021-11-22 23:43:16,348
auth,"{""amount"":""-1.06""}",2021-11-22 23:43:36,348
auth,"{""amount"":""-1.05""}",2021-11-22 23:44:11,348
auth,"{""amount"":""-1.05""}",2021-11-22 23:44:26,348
auth,"{""amount"":""-1.05""}",2021-11-22 23:44:41,348
auth,"{""amount"":""-0.55""}",2021-11-05 19:47:56,346
auth,"{""amount"":""-2.12""}",2021-11-10 13:55:28,346
auth,"{""amount"":""-2.12""}",2021-11-11 22:31:53,346
auth,"{""amount"":""-1.06""}",2021-11-12 21:47:52,346
auth,"{""amount"":""-1.06""}",2021-11-16 2:26:52,346
auth,"{""amount"":""-1.06""}",2021-11-16 17:45:02,346
auth,"{""amount"":""-1.06""}",2021-11-18 14:52:28,346
auth,"{""amount"":""-1.06""}",2021-11-18 19:37:30,346
auth,"{""amount"":""-1.06""}",2021-11-23 17:34:38,346
auth,"{""amount"":""-1.06""}",2021-11-25 11:48:52,346
auth,"{""amount"":""-1.06""}",2021-12-10 1:53:35,346
auth,"{""amount"":""-1.06""}",2021-12-11 7:27:05,346
auth,"{""amount"":""-1.06""}",2021-12-13 20:15:03,346
auth,"{""amount"":""-5.61""}",2021-12-14 3:12:36,346
auth,"{""amount"":""-1.06""}",2021-12-17 23:49:06,346
auth,"{""amount"":""-1.06""}",2021-12-18 15:49:34,346
auth,"{""amount"":""-1.59""}",2021-12-21 13:40:35,346
auth,"{""amount"":""-5.29""}",2021-12-24 21:35:13,346
auth,"{""amount"":""-1.06""}",2021-12-28 18:43:48,346
auth,"{""amount"":""-1.06""}",2021-12-31 4:52:03,346
auth,"{""amount"":""-1.06""}",2022-01-01 2:01:11,346
auth,"{""amount"":""-2.96""}",2021-11-04 18:06:01,342
auth,"{""amount"":""-29.60""}",2021-11-05 21:05:27,335
auth,"{""amount"":""-1.00""}",2021-11-10 21:09:32,335
auth,"{""amount"":""-1.99""}",2021-11-11 21:22:53,335
auth,"{""amount"":""-1.16""}",2021-11-12 19:02:35,335
auth,"{""amount"":""-34.93""}",2021-11-13 16:59:49,335
auth,"{""amount"":""-3.99""}",2021-11-14 15:14:24,335
auth,"{""amount"":""-12.74""}",2021-11-15 17:47:32,335
auth,"{""amount"":""-10.00""}",2021-11-16 22:02:21,335
auth,"{""amount"":""-19.98""}",2021-11-17 16:14:22,335
auth,"{""amount"":""-10.00""}",2021-11-18 22:49:41,335
auth,"{""amount"":""-1.00""}",2021-11-22 13:51:57,335
auth,"{""amount"":""-1.00""}",2021-11-22 14:00:07,335
auth,"{""amount"":""-2.04""}",2021-11-27 23:01:33,335
auth,"{""amount"":""-19.99""}",2021-11-29 17:19:07,335
auth,"{""amount"":""-48.40""}",2021-11-29 21:41:17,335
auth,"{""amount"":""-78.40""}",2021-11-29 21:50:18,335
auth,"{""amount"":""-5.00""}",2021-11-30 17:03:21,335
auth,"{""amount"":""-9.78""}",2021-11-30 22:17:45,335
auth,"{""amount"":""-6.98""}",2021-12-01 18:11:23,335
auth,"{""amount"":""-2.75""}",2021-12-03 3:27:55,335
auth,"{""amount"":""-5.00""}",2021-12-03 15:16:58,335
auth,"{""amount"":""-5.00""}",2021-12-03 15:17:08,335
auth,"{""amount"":""-1.00""}",2021-12-03 15:46:56,335
auth,"{""amount"":""-1.00""}",2021-12-03 15:50:11,335
auth,"{""amount"":""-1.00""}",2021-12-03 15:50:56,335
auth,"{""amount"":""-1.00""}",2021-12-03 15:51:51,335
auth,"{""amount"":""-7.04""}",2021-12-03 16:17:33,335
auth,"{""amount"":""-1.00""}",2021-12-03 16:37:14,335
auth,"{""amount"":""-24.00""}",2021-12-03 22:32:14,335
